,Unnamed: 0,tweet_id,retweet_count,favorite_count
234,234,846874817362120707,4330,21395
235,235,846514051647705089,12805,47692
236,236,846505985330044928,3417,15090
237,237,846153765933735936,10009,33895
238,238,846139713627017216,10789,32826
239,239,846042936437604353,3171,17058
240,240,845812042753855489,9672,31268
241,241,845677943972139009,5267,26790
242,242,845459076796616705,14763,0
243,243,845397057150107648,2025,8135
244,244,845306882940190720,5941,24917
245,245,845098359547420673,8484,0
246,246,844979544864018432,2854,14549
247,247,844973813909606400,3546,16158
248,248,844704788403113984,11431,41413
249,249,844580511645339650,3466,17613
250,250,844223788422217728,2418,14574
251,251,843981021012017153,3222,16132
252,252,843856843873095681,5132,22902
253,253,843604394117681152,3026,18076
254,254,843235543001513987,6718,23015
255,255,842846295480000512,3947,16257
256,256,842765311967449089,1417,7227
257,257,842535590457499648,3866,19366
258,258,842163532590374912,6439,26241
259,259,842115215311396866,3335,15021
260,260,841833993020538882,17107,0
261,261,841680585030541313,8599,27486
262,262,841439858740625411,4092,13568
263,263,841320156043304961,6003,21152
264,264,841314665196081154,5220,17041
265,265,841077006473256960,5880,24590
266,266,840761248237133825,1944,0
267,267,840728873075638272,17952,0
268,268,840698636975636481,3,195
269,269,840696689258311684,1097,13213
270,270,840632337062862849,1944,9644
271,271,840370681858686976,5062,17688
272,272,840268004936019968,6371,20695
273,273,839990271299457024,2549,14435
274,274,839549326359670784,8652,29581
275,275,839290600511926273,157,0
276,276,839239871831150596,7294,29261
277,277,838952994649550848,4436,21080
278,278,838921590096166913,2309,12023
279,279,838916489579200512,37,0
280,280,838831947270979586,12361,0
281,281,838561493054533637,1478,11742
282,282,838476387338051585,5380,24328
283,283,838201503651401729,11274,0
284,284,838150277551247360,361,1804
285,285,838085839343206401,0,148
286,286,838083903487373313,3508,18953
287,287,837820167694528512,8768,36834
288,288,837482249356513284,490,4147
289,289,837471256429613056,2575,13801
290,290,837366284874571778,5909,22749
291,291,837110210464448512,2685,17251
292,292,836989968035819520,2563,13702
293,293,836753516572119041,5150,20739
294,294,836677758902222849,2474,13583
295,295,836648853927522308,615,0
296,296,836397794269200385,30759,0
297,297,836380477523124226,3284,15859
298,298,836260088725786625,4776,22890
299,299,836001077879255040,4836,20621
300,300,835685285446955009,9156,0
301,301,835574547218894849,4058,19197
302,302,835536468978302976,1899,0
303,303,835309094223372289,23532,0
304,304,835297930240217089,3335,17651
305,305,835264098648616962,1899,8376
306,306,835246439529840640,81,2239
307,307,835172783151792128,6422,28175
308,308,835152434251116546,3387,24228
309,309,834931633769889797,1846,11691
310,310,834786237630337024,6077,22703
311,311,834574053763584002,2831,14806
312,312,834477809192075265,11953,0
313,313,834458053273591808,1869,10386
314,314,834209720923721728,5374,22269
315,315,834167344700198914,4063,16981
316,316,834089966724603904,2381,10842
317,317,834086379323871233,2475,14112
318,318,833863086058651648,2683,14470
319,319,833826103416520705,3846,16543
320,320,833732339549220864,244,0
321,321,833722901757046785,3577,22324
322,322,833479644947025920,2308,16059
323,323,833124694597443584,5425,21857
324,324,832998151111966721,2484,14383
325,325,832769181346996225,44,0
326,326,832757312314028032,4045,18200
327,327,832682457690300417,3307,12854
328,328,832645525019123713,581,3148
329,329,832636094638288896,3150,17160
330,330,832397543355072512,2497,12949
331,331,832369877331693569,3581,18557
332,332,832273440279240704,2613,12223
333,333,832215909146226688,6931,0
334,334,832215726631055365,10493,0
335,335,832088576586297345,2,72
336,336,832040443403784192,10901,0
337,337,832032802820481025,5227,19320
338,338,831939777352105988,6894,25995
339,339,831926988323639298,37,368
340,340,831911600680497154,7316,29961
341,341,831670449226514432,2030,11322
342,342,831650051525054464,2190,7780
343,343,831552930092285952,2570,9750
344,344,831322785565769729,1714,9932
345,345,831315979191906304,1246,7024
346,346,831309418084069378,2729,12673
347,347,831262627380748289,2307,12904
348,348,830956169170665475,1699,8629
349,349,830583320585068544,18928,72510
350,350,830173239259324417,6414,0
351,351,830097400375152640,3383,10663
352,352,829878982036299777,5640,0
353,353,829861396166877184,2202,13281
354,354,829501995190984704,11953,34430
355,355,829449946868879360,2289,11385
356,356,829374341691346946,10498,37624
357,357,829141528400556032,8350,26615
358,358,829011960981237760,18253,57493
359,359,828801551087042563,3828,0
360,360,828770345708580865,6615,27746
361,361,828708714936930305,12621,39740
362,362,828650029636317184,1511,10337
363,363,828409743546925057,1288,6824
364,364,828408677031882754,1440,8299
365,365,828381636999917570,2494,13705
366,366,828376505180889089,1191,8023
367,367,828372645993398273,3284,13591
368,368,828361771580813312,192,2378
369,369,828046555563323392,3208,12790
370,370,828011680017821696,2404,11248
371,371,827933404142436356,5883,21907
372,372,827653905312006145,3373,16776
373,373,827600520311402496,1060,8056
374,374,827324948884643840,3436,17264
375,375,827199976799354881,2523,11513
376,376,826958653328592898,5640,23464
377,377,826848821049180160,11595,39776
378,378,826615380357632002,4438,0
379,379,826598799820865537,288,5565
380,380,826598365270007810,2648,10962
381,381,826476773533745153,4730,20026
382,382,826240494070030336,2921,14432
383,383,826204788643753985,1058,5288
384,384,826115272272650244,3539,17078
385,385,825876512159186944,2107,11376
386,386,825829644528148480,2807,13856
387,387,825535076884762624,19401,56627
388,388,825147591692263424,5162,19948
389,389,825120256414846976,1453,0
390,390,825026590719483904,1453,6925
391,391,824796380199809024,6189,0
392,392,824775126675836928,3982,16307
393,393,824663926340194305,1958,10970
394,394,824325613288833024,11682,12828
395,395,824297048279236611,4372,16384
396,396,824025158776213504,671,5197
397,397,823939628516474880,3062,11604
398,398,823719002937630720,12727,0
399,399,823699002998870016,2723,13681
400,400,823581115634085888,2991,14209
401,401,823333489516937216,30,764
402,402,823322678127919110,4549,17192
403,403,823269594223824897,11167,0
404,404,822975315408461824,3887,18886
405,405,822872901745569793,49732,144175
406,406,822859134160621569,2579,14410
407,407,822647212903690241,7244,0
408,408,822610361945911296,3350,16116
409,409,822489057087389700,7244,19821
410,410,822462944365645825,16775,31325
411,411,822244816520155136,11167,38312
412,412,822163064745328640,5458,0
413,413,821886076407029760,2646,12409
414,414,821813639212650496,3770,0
415,415,821765923262631936,1872,9213
416,416,821522889702862852,1997,8764
417,417,821421320206483457,6336,0
418,418,821407182352777218,4944,12897
419,419,821153421864615936,10,275
420,420,821149554670182400,2274,9565
421,421,821107785811234820,2419,10504
422,422,821044531881721856,2587,13841
423,423,820837357901512704,7585,0
424,424,820749716845686786,11274,34531
425,425,820690176645140481,3650,13367
426,426,820494788566847489,639,0
427,427,820446719150292993,2924,0
428,428,820314633777061888,639,3658
429,429,820078625395449857,7116,21670
430,430,820013781606658049,1336,0
431,431,819952236453363712,1336,5835
432,432,819924195358416896,5499,14081
433,433,819711362133872643,3549,14714
434,434,819588359383371776,2227,10469
435,435,819347104292290561,1360,7909
436,436,819238181065359361,454,2511
437,437,819227688460238848,7585,25286
438,438,819015337530290176,41455,0
439,439,819015331746349057,21393,0
440,440,819006400881917954,21393,49327
441,441,819004803107983360,41455,94324
442,442,818646164899774465,23634,0
443,443,818627210458333184,8421,24285
444,444,818614493328580609,2926,10819
445,445,818588835076603904,6990,0
446,446,818536468981415936,2807,11974
447,447,818307523543449600,9200,0
448,448,818259473185828864,2577,12043
449,449,818145370475810820,2946,13489
450,450,817908911860748288,894,5291
451,451,817827839487737858,30759,56853
452,452,817777686764523521,3025,11733
453,453,817536400337801217,3443,12938
454,454,817502432452313088,3848,0
455,455,817423860136083457,17107,37636
456,456,817415592588222464,1096,6163
457,457,817181837579653120,9689,0
458,458,817171292965273600,2278,9560
459,459,817120970343411712,2960,13215
460,460,817056546584727552,1878,9397
461,461,816829038950027264,5376,0
462,462,816816676327063552,2317,10949
463,463,816697700272001025,2494,10764
464,464,816450570814898180,9200,33546
465,465,816336735214911488,2226,9439
466,466,816091915477250048,2450,9793
467,467,816062466425819140,1183,0
468,468,816014286006976512,6047,0
469,469,815990720817401858,1183,5478
470,470,815966073409433600,9689,24705
471,471,815745968457060357,4696,0
472,472,815736392542261248,2576,10792
473,473,815639385530101762,1871,9046
474,474,815390420867969024,4318,11329
475,475,814986499976527872,1477,8376
476,476,814638523311648768,3076,12372
477,477,814578408554463233,6637,0
478,478,814530161257443328,2109,9519
479,479,814153002265309185,9895,31576
480,480,813944609378369540,3671,0
481,481,813910438903693312,2144,10201
482,482,813812741911748608,15955,39857
483,483,813800681631023104,2012,9174
484,484,813217897535406080,8293,20515
485,485,813202720496779264,2051,10070
486,486,813187593374461952,4964,21787
487,487,813172488309972993,2187,10258
488,488,813157409116065792,2514,8480
489,489,813142292504645637,2673,9237
490,490,813130366689148928,501,4897
491,491,813127251579564032,3577,13058
492,492,813112105746448384,3152,11356
493,493,813096984823349248,4120,11545
494,494,813081950185472002,3152,10840
495,495,813066809284972545,2218,8739
496,496,813051746834595840,8324,23002
497,497,812781120811126785,2166,8303
498,498,812747805718642688,7927,0
499,499,812709060537683968,1638,7285
500,500,812503143955202048,1397,6699
501,501,812466873996607488,2189,8794
502,502,812372279581671427,4184,15043
503,503,811985624773361665,1599,7996
504,504,811744202451197953,1835,8301
505,505,811647686436880384,844,6120
506,506,811627233043480576,3574,14084
507,507,811386762094317568,7286,22973
508,508,810984652412424192,1624,5865
509,509,810896069567610880,2040,9962
510,510,810657578271330305,3006,12048
511,511,810284430598270976,13065,39066
512,512,810254108431155201,3828,16161
513,513,809920764300447744,4438,17025
514,514,809808892968534016,5592,0
515,515,809448704142938112,1670,7621
516,516,809220051211603969,6414,21934
517,517,809084759137812480,3983,14506
518,518,808838249661788160,3461,11114
519,519,808733504066486276,2463,8688
520,520,808501579447930884,2951,12412
521,521,808344865868283904,23634,46702
522,522,808134635716833280,6817,0
523,523,808106460588765185,2477,9588
524,524,808001312164028416,4019,13817
525,525,807621403335917568,4196,16046
526,526,807106840509214720,61846,123808
527,527,807059379405148160,8359,0
528,528,807010152071229440,4343,14340
529,529,806629075125202948,39979,82885
530,530,806620845233815552,6291,0
531,531,806576416489959424,2195,5308
532,532,806542213899489280,2711,11232
533,533,806242860592926720,13334,0
534,534,806219024703037440,1368,7049
535,535,805958939288408065,6118,0
536,536,805932879469572096,2167,9099
537,537,805826884734976000,2087,7244
538,538,805823200554876929,9199,0
539,539,805520635690676224,1884,6298
540,540,805487436403003392,2882,9653
541,541,805207613751304193,1928,8566
542,542,804738756058218496,4385,15134
543,543,804475857670639616,2304,6782
544,544,804413760345620481,3662,0
545,545,804026241225523202,18529,49151
546,546,803773340896923648,3157,11071
547,547,803692223237865472,8509,0
548,548,803638050916102144,4731,12100
549,549,803380650405482500,2127,8518
550,550,803321560782307329,6095,0
551,551,803276597545603072,2817,11060
552,552,802952499103731712,2284,9960
553,553,802624713319034886,3338,0
554,554,802600418706604034,1674,7851
555,555,802572683846291456,2864,9842
556,556,802323869084381190,6674,17886
557,557,802265048156610565,1546,6948
558,558,802239329049477120,2983,9985
559,559,802185808107208704,309,0
560,560,801958328846974976,1950,8496
561,561,801854953262350336,267,1933
562,562,801538201127157760,2346,9027
563,563,801285448605831168,943,6694
564,564,801167903437357056,6817,27030
565,565,801127390143516673,4542,0
566,566,801115127852503040,2378,8892
567,567,800859414831898624,111,768
568,568,800855607700029440,1859,0
569,569,800751577355128832,3159,11565
570,570,800513324630806528,3426,14491
571,571,800459316964663297,2443,10406
572,572,800443802682937345,4941,0
573,573,800388270626521089,3191,12287
574,574,800188575492947969,4495,0
575,575,800141422401830912,2924,16865
576,576,800018252395122689,15053,31339
577,577,799774291445383169,5371,0
578,578,799757965289017345,2463,9275
579,579,799422933579902976,2178,8853
580,580,799308762079035393,6341,0
581,581,799297110730567681,3172,10922
582,582,799063482566066176,2810,8932
583,583,798933969379225600,5105,14520
584,584,798925684722855936,1639,8183
585,585,798705661114773508,7550,0
586,586,798701998996647937,8932,0
587,587,798697898615730177,7453,0
588,588,798694562394996736,5698,0
589,589,798686750113755136,2653,0
590,590,798682547630837760,5417,0
591,591,798673117451325440,6371,0
592,592,798665375516884993,4441,0
593,593,798644042770751489,2112,0
594,594,798628517273620480,2237,0
595,595,798585098161549313,6521,0
596,596,798576900688019456,6745,0
597,597,798340744599797760,3847,0
598,598,798209839306514432,2907,11421
599,599,797971864723324932,3590,12858
600,600,797545162159308800,5536,16009
601,601,797236660651966464,7570,22057
602,602,797165961484890113,32,254
603,603,796904159865868288,10211,0
604,604,796865951799083009,2162,8449
605,605,796759840936919040,3505,13099
606,606,796563435802726400,8364,0
607,607,796484825502875648,2013,8369
608,608,796387464403357696,4752,12164
609,609,796177847564038144,16346,0
610,610,796149749086875649,16346,35719
611,611,796125600683540480,2041,5459
612,612,796116448414461957,2762,10018
613,613,796080075804475393,2639,9326
614,614,796031486298386433,4221,11914
615,615,795464331001561088,27225,55012
616,616,795400264262053889,3265,11154
617,617,795076730285391872,6189,17905
618,618,794983741416415232,3853,0
619,619,794926597468000259,2647,11341
620,620,794355576146903043,11780,0
621,621,794332329137291264,3025,10553
622,622,794205286408003585,3808,10169
623,623,793962221541933056,5592,18610
624,624,793845145112371200,2142,10158
625,625,793614319594401792,3587,0
626,626,793601777308463104,1869,8809
627,627,793500921481273345,2722,11792
628,628,793286476301799424,10493,27190
629,629,793271401113350145,2695,9540
630,630,793256262322548741,9522,22048
631,631,793241302385262592,3740,11629
632,632,793226087023144960,3274,10854
633,633,793210959003287553,3230,9864
634,634,793195938047070209,6410,16846
635,635,793180763617361921,2264,7631
636,636,793165685325201412,3183,10372
637,637,793150605191548928,1955,6807
638,638,793135492858580992,2840,7120
639,639,793120401413079041,4472,14005
640,640,792913359805018113,4619,15839
641,641,792883833364439040,4883,12480
642,642,792773781206999040,1922,8101
643,643,792394556390137856,4903,14917
644,644,792050063153438720,2049,7929
645,645,791821351946420224,24063,0
646,646,791784077045166082,11055,0
647,647,791780927877898241,4350,0
648,648,791774931465953280,25376,49705
649,649,791672322847637504,3587,12967
650,650,791406955684368384,4696,14488
651,651,791312159183634433,2901,9704
652,652,791026214425268224,4722,0
653,653,790987426131050500,2435,10931
654,654,790946055508652032,5376,18326
655,655,790723298204217344,2651,0
656,656,790698755171364864,2167,9058
657,657,790581949425475584,8171,22828
658,658,790337589677002753,2133,8640
659,659,790277117346975746,3671,13857
660,660,790227638568808452,4104,0
661,661,789986466051088384,2651,10232
662,662,789960241177853952,4751,0
663,663,789903600034189313,4729,11470
664,664,789628658055020548,2035,8325
665,665,789599242079838210,2223,7505
666,666,789530877013393408,3853,12984
667,667,789314372632018944,2625,9500
668,668,789280767834746880,5636,0
669,669,789268448748703744,2956,10065
670,670,789137962068021249,3185,10715
671,671,788908386943430656,14170,30205
672,672,788765914992902144,11780,30294
673,673,788552643979468800,8242,0
674,674,788412144018661376,6065,17222
675,675,788178268662984705,2437,7986
676,676,788150585577050112,1486,6788
677,677,788070120937619456,3888,0
678,678,788039637453406209,1507,6771
679,679,787810552592695296,3485,9588
680,680,787717603741622272,3177,11273
681,681,787397959788929025,3229,11948
682,682,787322443945877504,1992,8596
683,683,787111942498508800,7639,0
684,684,786963064373534720,9156,29304
685,685,786729988674449408,2766,0
686,686,786709082849828864,6931,20028
687,687,786664955043049472,2939,11780
688,688,786595970293370880,3534,10366
689,689,786363235746385920,3997,12022
690,690,786286427768250368,3270,8805
691,691,786233965241827333,5458,16926
692,692,786051337297522688,176,1592
693,693,786036967502913536,8052,0
694,694,785927819176054784,3585,12531
695,695,785872687017132033,2083,7370
696,696,785639753186217984,2522,8603
697,697,785533386513321988,2296,10050
698,698,785515384317313025,1445,6715
699,699,785264754247995392,1868,8019
700,700,785170936622350336,5542,13329
701,701,784826020293709826,3662,11171
702,702,784517518371221505,2891,9888
703,703,784431430411685888,1457,6253
704,704,784183165795655680,9199,22173
705,705,784057939640352768,12727,32974
706,706,783839966405230592,12361,33190
707,707,783821107061198850,2234,8108
708,708,783695101801398276,3661,11495
709,709,783466772167098368,2562,9342
710,710,783391753726550016,6297,18633
711,711,783347506784731136,6403,0
712,712,783334639985389568,13334,32197
713,713,783085703974514689,2516,8968
714,714,782969140009107456,8359,26586
715,715,782747134529531904,1576,8209
716,716,782722598790725632,6118,19004
717,717,782598640137187329,2144,8586
718,718,782305867769217024,6336,18361
719,719,782021823840026624,7112,0
720,720,781955203444699136,3836,12202
721,721,781661882474196992,3080,11484
722,722,781655249211752448,1268,4402
723,723,781524693396357120,6291,22854
724,724,781308096455073793,2900,7858
725,725,781251288990355457,2391,9308
726,726,781163403222056960,3097,10739
727,727,780931614150983680,8364,23830
728,728,780858289093574656,2267,7914
729,729,780800785462489090,1470,6069
730,730,780601303617732608,3770,13319
731,731,780543529827336192,1976,6943
732,732,780496263422808064,4240,0
733,733,780476555013349377,133,0
734,734,780459368902959104,1204,5807
735,735,780192070812196864,2535,9580
736,736,780092040432480260,2608,0
737,737,780074436359819264,5682,13510
738,738,779834332596887552,8052,20954
739,739,779377524342161408,3536,9705
740,740,779124354206535695,20912,0
741,741,779123168116150273,4142,12988
742,742,779056095788752897,5129,16257
743,743,778990705243029504,8280,22017
744,744,778774459159379968,11324,0
745,745,778764940568104960,415,946
746,746,778748913645780993,1524,7595
747,747,778650543019483137,1695,6353
748,748,778624900596654080,1143,5114
749,749,778408200802557953,4925,14963
750,750,778396591732486144,13918,0
751,751,778383385161035776,1250,6429
752,752,778286810187399168,3761,11413
753,753,778039087836069888,2998,9310
754,754,778027034220126208,1845,7216
755,755,777953400541634568,4001,0
756,756,777885040357281792,1858,6982
757,757,777684233540206592,3338,12347
758,758,777641927919427584,4840,0
759,759,777621514455814149,2831,9614
760,760,777189768882946048,4912,15726
761,761,776819012571455488,15567,0
762,762,776813020089548800,1376,5367
763,763,776477788987613185,3182,9749
764,764,776249906839351296,10425,0
765,765,776218204058357768,18139,32924
766,766,776201521193218049,2855,10537
767,767,776113305656188928,4941,12907
768,768,776088319444877312,174,2012
769,769,775898661951791106,17272,0
770,770,775842724423557120,3043,12856
771,771,775733305207554048,4542,15219
772,772,775729183532220416,5204,14174
773,773,775364825476165632,3391,8180
774,774,775350846108426240,4447,11153
775,775,775085132600442880,5371,17049
776,776,774757898236878852,1995,9358
777,777,774639387460112384,1972,7390
778,778,774314403806253056,6341,23857
779,779,773985732834758656,4392,11768
780,780,773922284943896577,1954,7007
781,781,773704687002451968,1846,7219
782,782,773670353721753600,1468,5865
783,783,773547596996571136,6990,24192
784,784,773336787167145985,5790,0
785,785,773308824254029826,8484,25469
786,786,773247561583001600,3630,10267
787,787,773191612633579521,4649,10945
788,788,772877495989305348,4410,9407
789,789,772826264096874500,2625,8737
790,790,772615324260794368,3825,0
791,791,772581559778025472,1926,7108
792,792,772193107915964416,1568,6586
793,793,772152991789019136,1272,4129
794,794,772117678702071809,829,4109
795,795,772114945936949249,535,2971
796,796,772102971039580160,1046,4394
797,797,771908950375665664,2134,7203
798,798,771770456517009408,3847,13175
799,799,771500966810099713,2959,9053
800,800,771380798096281600,5790,11568
801,801,771171053431250945,8546,0
802,802,771136648247640064,3293,10084
803,803,771102124360998913,1624,6804
804,804,771014301343748096,1875,7549
805,805,771004394259247104,247,0
806,806,770787852854652928,1382,5431
807,807,770772759874076672,1591,5686
808,808,770743923962707968,51481,0
809,809,770655142660169732,1972,8025
810,810,770414278348247044,2335,6889
811,811,770293558247038976,1680,6829
812,812,770093767776997377,3439,0
813,813,770069151037685760,2601,8279
814,814,769940425801170949,10901,34448
815,815,769695466921623552,1888,7013
816,816,769335591808995329,8682,0
817,817,769212283578875904,1930,5909
818,818,768970937022709760,7400,15792
819,819,768909767477751808,3070,0
820,820,768855141948723200,1016,4598
821,821,768609597686943744,1362,4518
822,822,768596291618299904,1443,5515
823,823,768554158521745409,6574,0
824,824,768473857036525572,3874,14887
825,825,768193404517830656,4001,11955
826,826,767884188863397888,1593,5216
827,827,767754930266464257,6095,17551
828,828,767500508068192258,2639,8181
829,829,767191397493538821,4309,13451
830,830,767122157629476866,3209,11075
