,Unnamed: 0,tweet_id,retweet_count,favorite_count
831,831,766864461642756096,6394,0
832,832,766793450729734144,1539,5572
833,833,766714921925144576,430,2838
834,834,766693177336135680,896,4425
835,835,766423258543644672,1793,6588
836,836,766313316352462849,2124,7409
837,837,766078092750233600,2921,0
838,838,766069199026450432,988,4690
839,839,766008592277377025,562,4088
840,840,765719909049503744,2429,7907
841,841,765669560888528897,1379,5673
842,842,765395769549590528,3812,28634
843,843,765371061932261376,2427,7743
844,844,765222098633691136,3825,12713
845,845,764857477905154048,1990,7006
846,846,764259802650378240,1713,6624
847,847,763956972077010945,61,801
848,848,763837565564780549,4722,13826
849,849,763183847194451968,1671,5932
850,850,763167063695355904,3417,0
851,851,763103485927849985,2557,8035
852,852,762699858130116608,4104,13331
853,853,762471784394268675,7391,12366
854,854,762464539388485633,4751,11340
855,855,762316489655476224,1271,5276
856,856,762035686371364864,17592,34949
857,857,761976711479193600,2274,5907
858,858,761750502866649088,4447,0
859,859,761745352076779520,963,4660
860,860,761672994376806400,32755,54128
861,861,761599872357261312,1316,4510
862,862,761371037149827077,20168,0
863,863,761334018830917632,1631,5705
864,864,761292947749015552,1241,4893
865,865,761227390836215808,1744,5827
866,866,761004547850530816,3888,12308
867,867,760893934457552897,1089,4180
868,868,760656994973933572,2165,7230
869,869,760641137271070720,1451,5407
870,870,760539183865880579,4083,8277
871,871,760521673607086080,1579,4625
872,872,760290219849637889,12898,29219
873,873,760252756032651264,977,4298
874,874,760190180481531904,2033,6240
875,875,760153949710192640,37,0
876,876,759943073749200896,2342,6491
877,877,759923798737051648,6394,16048
878,878,759846353224826880,2224,7335
879,879,759793422261743616,2143,6515
880,880,759566828574212096,23876,0
881,881,759557299618865152,1320,5134
882,882,759447681597108224,2766,9294
883,883,759446261539934208,553,1828
884,884,759197388317847553,2184,6625
885,885,759159934323924993,1328,0
886,886,759099523532779520,4723,15848
887,887,759047813560868866,2260,7125
888,888,758854675097526272,1007,3867
889,889,758828659922702336,4303,12211
890,890,758740312047005698,1797,6258
891,891,758474966123810816,1112,4159
892,892,758467244762497024,2494,5243
893,893,758405701903519748,2162,5674
894,894,758355060040593408,1218,3743
895,895,758099635764359168,11324,20982
896,896,758041019896193024,427,2959
897,897,757741869644341248,3643,7513
898,898,757729163776290825,9150,0
899,899,757725642876129280,1367,4954
900,900,757611664640446465,1248,4969
901,901,757597904299253760,326,0
902,902,757596066325864448,1186,4747
903,903,757400162377592832,7638,16508
904,904,757393109802180609,1967,6360
905,905,757354760399941633,1595,4929
906,906,756998049151549440,2229,6832
907,907,756939218950160384,2252,7242
908,908,756651752796094464,1485,5535
909,909,756526248105566208,4086,11345
910,910,756303284449767430,1206,4310
911,911,756288534030475264,14763,28053
912,912,756275833623502848,1715,7016
913,913,755955933503782912,3232,7979
914,914,755206590534418437,6032,17952
915,915,755110668769038337,12411,23120
916,916,754874841593970688,9021,0
917,917,754856583969079297,2831,7496
918,918,754747087846248448,584,2813
919,919,754482103782404096,2184,5781
920,920,754449512966619136,824,4093
921,921,754120377874386944,2613,8541
922,922,754011816964026368,4028,9589
923,923,753655901052166144,2444,6365
924,924,753420520834629632,4000,8606
925,925,753398408988139520,2147,6303
926,926,753375668877008896,2608,8287
927,927,753298634498793472,6496,0
928,928,753294487569522689,1163,3708
929,929,753039830821511168,23532,40465
930,930,753026973505581056,1093,4224
931,931,752932432744185856,7639,13764
932,932,752917284578922496,1754,7474
933,933,752701944171524096,3237,0
934,934,752682090207055872,1804,6547
935,935,752660715232722944,1758,4811
936,936,752568224206688256,2555,6054
937,937,752519690950500352,3847,8038
938,938,752334515931054080,1240,4159
939,939,752309394570878976,18697,0
940,940,752173152931807232,2071,6476
941,941,751950017322246144,1041,3358
942,942,751937170840121344,1499,5690
943,943,751830394383790080,2186,6327
944,944,751793661361422336,3262,6383
945,945,751598357617971201,3379,8578
946,946,751583847268179968,1247,4797
947,947,751538714308972544,1417,5474
948,948,751456908746354688,1111,3484
949,949,751251247299190784,6562,13597
950,950,751205363882532864,2044,6857
951,951,751132876104687617,1457,5543
952,952,750868782890057730,1562,5232
953,953,750719632563142656,5636,14404
954,954,750506206503038976,1285,4853
955,955,750429297815552001,4840,14353
956,956,750383411068534784,1277,4941
957,957,750381685133418496,34,747
958,958,750147208377409536,1079,3364
959,959,750132105863102464,1412,3942
960,960,750117059602808832,1442,4686
961,961,750101899009982464,940,3306
962,962,750086836815486976,608,2357
963,963,750071704093859840,3734,8532
964,964,750056684286914561,991,3395
965,965,750041628174217216,689,3452
966,966,750026558547456000,876,2952
967,967,750011400160841729,1015,3524
968,968,749996283729883136,900,3288
969,969,749981277374128128,2737,5551
970,970,749774190421639168,1475,5052
971,971,749417653287129088,1874,6630
972,972,749403093750648834,610,2851
973,973,749395845976588288,3882,9354
974,974,749317047558017024,2464,5967
975,975,749075273010798592,2312,6259
976,976,749064354620928000,1688,5211
977,977,749036806121881602,875,3373
978,978,748977405889503236,3820,11689
979,979,748932637671223296,2512,6363
980,980,748705597323898880,1050,3004
981,981,748699167502000129,1789,5141
982,982,748692773788876800,1477,4595
983,983,748575535303884801,2225,6591
984,984,748568946752774144,754,2377
985,985,748346686624440324,1386,5660
986,986,748337862848962560,4617,8336
987,987,748324050481647620,855,4026
988,988,748307329658011649,799,3985
989,989,748220828303695873,8692,15315
990,990,747963614829678593,2405,6291
991,991,747933425676525569,2847,7196
992,992,747885874273214464,1102,3198
993,993,747844099428986880,833,3041
994,994,747816857231626240,1296,5273
995,995,747651430853525504,175,1496
996,996,747648653817413632,6507,13993
997,997,747600769478692864,609,2519
998,998,747594051852075008,1188,3999
999,999,747512671126323200,1770,6027
1000,1000,747461612269887489,1160,4204
1001,1001,747439450712596480,2154,5899
1002,1002,747242308580548608,3209,0
1003,1003,747219827526344708,1760,5718
1004,1004,747204161125646336,1023,3674
1005,1005,747103485104099331,4475,10405
1006,1006,746906459439529985,331,3125
1007,1007,746872823977771008,2393,6493
1008,1008,746818907684614144,1913,5732
1009,1009,746790600704425984,1784,5280
1010,1010,746757706116112384,4350,10350
1011,1011,746726898085036033,2000,6543
1012,1012,746542875601690625,2072,5452
1013,1013,746521445350707200,1093,0
1014,1014,746507379341139972,1210,5029
1015,1015,746369468511756288,1831,6550
1016,1016,746131877086527488,2457,7458
1017,1017,746056683365994496,917,3846
1018,1018,745789745784041472,1187,4369
1019,1019,745712589599014916,2594,7548
1020,1020,745433870967832576,2836,7700
1021,1021,745422732645535745,2726,9279
1022,1022,745314880350101504,3081,7738
1023,1023,745074613265149952,3915,8468
1024,1024,745057283344719872,2548,7825
1025,1025,744995568523612160,701,3233
1026,1026,744971049620602880,2987,8521
1027,1027,744709971296780288,1730,6053
1028,1028,744334592493166593,2381,7315
1029,1029,744234799360020481,78204,129260
1030,1030,744223424764059648,416,1838
1031,1031,743980027717509120,1211,4487
1032,1032,743895849529389061,1065,3938
1033,1033,743835915802583040,2339,0
1034,1034,743609206067040256,1531,4851
1035,1035,743595368194129920,7306,19974
1036,1036,743545585370791937,1047,3814
1037,1037,743510151680958465,4111,8536
1038,1038,743253157753532416,1344,4559
1039,1039,743222593470234624,2124,6691
1040,1040,743210557239623680,1519,4146
1041,1041,742534281772302336,3949,7615
1042,1042,742528092657332225,2207,4811
1043,1043,742465774154047488,4308,7836
1044,1044,742423170473463808,4240,10665
1045,1045,742385895052087300,2223,7357
1046,1046,742161199639494656,1525,4686
1047,1047,742150209887731712,1741,5570
1048,1048,741793263812808706,1674,4910
1049,1049,741743634094141440,3083,8829
1050,1050,741438259667034112,927,3965
1051,1051,741303864243200000,3588,9497
1052,1052,741099773336379392,6142,10826
1053,1053,741067306818797568,3439,10198
1054,1054,740995100998766593,3091,6915
1055,1055,740711788199743490,1042,3687
1056,1056,740699697422163968,867,3065
1057,1057,740676976021798912,7550,19598
1058,1058,740373189193256964,14798,37484
1059,1059,740365076218183684,483,2681
1060,1060,740359016048689152,946,3565
1061,1061,740214038584557568,2182,7213
1062,1062,739979191639244800,6574,21562
1063,1063,739932936087216128,1193,4384
1064,1064,739844404073074688,942,4085
1065,1065,739623569819336705,1519,4116
1066,1066,739606147276148736,1844,5827
1067,1067,739544079319588864,23876,43038
1068,1068,739485634323156992,3260,7767
1069,1069,739238157791694849,51481,73995
1070,1070,738891149612572673,6,115
1071,1071,738885046782832640,1261,4067
1072,1072,738883359779196928,901,3617
1073,1073,738537504001953792,1733,5497
1074,1074,738402415918125056,940,3538
1075,1075,738184450748633089,1337,4659
1076,1076,738166403467907072,3780,9487
1077,1077,738156290900254721,737,2733
1078,1078,737826014890496000,1967,5671
1079,1079,737800304142471168,3836,10786
1080,1080,737678689543020544,1484,5445
1081,1081,737445876994609152,4962,11138
1082,1082,737322739594330112,890,3894
1083,1083,737310737551491075,8213,15827
1084,1084,736736130620620800,1940,4656
1085,1085,736392552031657984,8242,19167
1086,1086,736365877722001409,1383,4318
1087,1087,736225175608430592,3061,8756
1088,1088,736010884653420544,3292,8537
1089,1089,735991953473572864,1270,3883
1090,1090,735648611367784448,1212,4332
1091,1091,735635087207878657,2614,6680
1092,1092,735274964362878976,4628,9476
1093,1093,735256018284875776,974,3624
1094,1094,735137028879360001,1074,3369
1095,1095,734912297295085568,568,2948
1096,1096,734787690684657664,6989,13533
1097,1097,734776360183431168,602,2702
1098,1098,734559631394082816,441,1621
1099,1099,733828123016450049,862,3869
1100,1100,733822306246479872,1125,3965
1101,1101,733482008106668032,1050,3385
1102,1102,733460102733135873,1424,4536
1103,1103,733109485275860992,17272,43960
1104,1104,732732193018155009,591,2632
1105,1105,732726085725589504,980,3804
1106,1106,732585889486888962,852,3968
1107,1107,732375214819057664,2787,8714
1108,1108,732005617171337216,6047,16086
1109,1109,731285275100512256,1078,3751
1110,1110,731156023742988288,1407,4130
1111,1111,730924654643314689,2194,6594
1112,1112,730573383004487680,2389,5310
1113,1113,730427201120833536,1158,3742
1114,1114,730211855403241472,1157,4118
1115,1115,730196704625098752,2131,5265
1116,1116,729854734790754305,1239,4332
1117,1117,729838605770891264,422,1835
1118,1118,729823566028484608,1372,4299
1119,1119,729463711119904772,2544,6251
1120,1120,729113531270991872,363,2030
1121,1121,728986383096946689,900,3415
1122,1122,728760639972315136,1875,5017
1123,1123,728751179681943552,744,3006
1124,1124,728653952833728512,1153,3567
1125,1125,728409960103686147,2226,5296
1126,1126,728387165835677696,1056,3947
1127,1127,728046963732717569,1296,4642
1128,1128,728035342121635841,1845,4887
1129,1129,728015554473250816,1207,4415
1130,1130,727685679342333952,699,3157
1131,1131,727644517743104000,1928,6343
1132,1132,727524757080539137,1357,4820
1133,1133,727314416056803329,826,3567
1134,1134,727286334147182592,908,3273
1135,1135,727175381690781696,1512,4154
1136,1136,727155742655025152,1471,3918
1137,1137,726935089318363137,2706,7399
1138,1138,726887082820554753,1661,4129
1139,1139,726828223124897792,1113,3821
1140,1140,726224900189511680,1277,4740
1141,1141,725842289046749185,2921,7589
1142,1142,725786712245440512,1498,4467
1143,1143,725729321944506368,1966,5571
1144,1144,725458796924002305,690,1513
1145,1145,724983749226668032,1436,3979
1146,1146,724771698126512129,710,2554
1147,1147,724405726123311104,1819,5709
1148,1148,724049859469295616,1953,4662
1149,1149,724046343203856385,610,2862
1150,1150,724004602748780546,1756,4494
1151,1151,723912936180330496,1353,4177
1152,1152,723688335806480385,3285,8303
1153,1153,723673163800948736,987,3243
1154,1154,723179728551723008,2071,5692
1155,1155,722974582966214656,1730,4423
1156,1156,722613351520608256,1805,5319
1157,1157,721503162398597120,2087,5011
1158,1158,721001180231503872,681,2714
1159,1159,720785406564900865,849,3350
1160,1160,720775346191278080,747,2664
1161,1161,720415127506415616,1648,4433
1162,1162,720389942216527872,2784,6883
1163,1163,720340705894408192,1079,3080
1164,1164,720059472081784833,1249,4173
1165,1165,720043174954147842,2210,5265
1166,1166,719991154352222208,1939,5199
1167,1167,719704490224398336,1604,4895
1168,1168,719551379208073216,2139,5432
1169,1169,719367763014393856,814,2984
1170,1170,719339463458033665,1375,4737
1171,1171,719332531645071360,1052,3665
1172,1172,718971898235854848,1213,3758
1173,1173,718939241951195136,1938,5634
1174,1174,718631497683582976,8932,20389
1175,1175,718613305783398402,531,2628
1176,1176,718540630683709445,1118,2676
1177,1177,718460005985447936,589,2901
1178,1178,718454725339934721,1659,5231
1179,1179,718246886998687744,558,2075
1180,1180,718234618122661888,1107,4149
1181,1181,717841801130979328,658,2628
1182,1182,717790033953034240,1250,3120
1183,1183,717537687239008257,2033,6184
1184,1184,717428917016076293,503,1718
1185,1185,717421804990701568,932,3390
1186,1186,717047459982213120,2103,6735
1187,1187,717009362452090881,1085,3516
1188,1188,716802964044845056,1296,4582
1189,1189,716791146589110272,1459,5149
1190,1190,716730379797970944,468,1320
1191,1191,716447146686459905,6496,14107
1192,1192,716439118184652801,243,2536
1193,1193,716285507865542656,1202,2994
1194,1194,716080869887381504,1923,5247
1195,1195,715928423106027520,973,3439
1196,1196,715758151270801409,1572,4019
1197,1197,715733265223708672,1879,5014
1198,1198,715704790270025728,623,3010
1199,1199,715696743237730304,1428,4195
1200,1200,715680795826982913,1790,4649
1201,1201,715360349751484417,1740,5873
1202,1202,715342466308784130,759,3246
1203,1203,715220193576927233,727,2588
1204,1204,715200624753819648,2080,5499
1205,1205,715009755312439296,1373,4480
1206,1206,714982300363173890,1140,4029
1207,1207,714962719905021952,4731,7906
1208,1208,714957620017307648,1566,4445
1209,1209,714631576617938945,1106,3506
1210,1210,714606013974974464,1027,3885
1211,1211,714485234495041536,1286,2918
1212,1212,714258258790387713,796,3233
1213,1213,714251586676113411,932,3507
1214,1214,714214115368108032,972,2441
1215,1215,714141408463036416,1544,4612
1216,1216,713919462244790272,856,3504
1217,1217,713909862279876608,602,2044
1218,1218,713900603437621249,822,3023
1219,1219,713761197720473600,1522,5232
1220,1220,713411074226274305,1423,4727
1221,1221,713177543487135744,3130,7743
1222,1222,713175907180089344,1605,4798
1223,1223,712809025985978368,7453,20047
1224,1224,712717840512598017,5510,13299
1225,1225,712668654853337088,1347,4473
1226,1226,712438159032893441,1723,5719
1227,1227,712309440758808576,26,267
1228,1228,712097430750289920,1157,4086
1229,1229,712092745624633345,1001,3168
1230,1230,712085617388212225,546,3481
1231,1231,712065007010385924,694,2421
1232,1232,711998809858043904,137,0
1233,1233,711968124745228288,2554,8648
1234,1234,711743778164514816,1089,3055
1235,1235,711732680602345472,4564,9599
1236,1236,711694788429553666,20168,35342
1237,1237,711652651650457602,1020,4167
1238,1238,711363825979756544,1266,3932
1239,1239,711306686208872448,806,3548
1240,1240,711008018775851008,694,3222
1241,1241,710997087345876993,1542,4897
1242,1242,710844581445812225,763,2741
1243,1243,710833117892898816,593,2895
1244,1244,710658690886586372,627,2481
1245,1245,710609963652087808,2589,5160
1246,1246,710588934686908417,2074,4904
1247,1247,710296729921429505,817,2542
1248,1248,710283270106132480,570,2281
1249,1249,710272297844797440,1397,4864
1250,1250,710269109699739648,1236,2578
1251,1251,710153181850935296,986,3118
1252,1252,710140971284037632,986,2980
1253,1253,710117014656950272,2206,5918
1254,1254,709918798883774466,1189,3204
1255,1255,709901256215666688,109,723
1256,1256,709852847387627521,1317,3773
1257,1257,709566166965075968,1344,3796
1258,1258,709556954897764353,1183,3535
1259,1259,709519240576036864,269,1595
1260,1260,709449600415961088,654,2394
1261,1261,709409458133323776,769,2820
1262,1262,709225125749587968,636,2580
1263,1263,709207347839836162,6453,13569
1264,1264,709198395643068416,707,2596
1265,1265,709179584944730112,750,2179
1266,1266,709158332880297985,461,2204
1267,1267,709042156699303936,1829,5136
1268,1268,708853462201716736,727,1922
1269,1269,708845821941387268,992,3184
1270,1270,708834316713893888,555,1826
1271,1271,708810915978854401,7696,17775
1272,1272,708738143638450176,898,2951
1273,1273,708711088997666817,810,2743
1274,1274,708479650088034305,754,2730
1275,1275,708469915515297792,907,3311
1276,1276,708400866336894977,11160,17258
1277,1277,708356463048204288,1500,3888
1278,1278,708349470027751425,816,2515
1279,1279,708149363256774660,1701,4587
1280,1280,708130923141795840,928,3649
1281,1281,708119489313951744,1083,2893
1282,1282,708109389455101952,600,2083
1283,1283,708026248782585858,2131,4702
1284,1284,707995814724026368,1248,3338
1285,1285,707983188426153984,2,51
1286,1286,707969809498152960,1078,2903
1287,1287,707776935007539200,1054,3529
1288,1288,707741517457260545,683,2683
1289,1289,707738799544082433,2736,4416
1290,1290,707693576495472641,1106,3692
1291,1291,707629649552134146,973,2783
1292,1292,707610948723478529,7112,18304
1293,1293,707420581654872064,774,2455
1294,1294,707411934438625280,666,2447
1295,1295,707387676719185920,1457,3776
1296,1296,707377100785885184,1189,3542
1297,1297,707315916783140866,713,2660
1298,1298,707059547140169728,749,2763
1299,1299,707038192327901184,889,2368
1300,1300,707021089608753152,1523,4373
1301,1301,707014260413456384,655,2473
1302,1302,706904523814649856,8682,15700
1303,1303,706901761596989440,668,2225
1304,1304,706681918348251136,1077,3570
1305,1305,706644897839910912,1211,2777
1306,1306,706593038911545345,701,2324
1307,1307,706538006853918722,1559,3721
1308,1308,706516534877929472,1137,3346
1309,1309,706346369204748288,1023,3712
1310,1310,706310011488698368,8854,23109
1311,1311,706291001778950144,515,1831
1312,1312,706265994973601792,1014,2936
1313,1313,706169069255446529,2466,4223
1314,1314,706166467411222528,1786,5535
1315,1315,706153300320784384,425,1611
1316,1316,705975130514706432,825,3345
1317,1317,705970349788291072,995,3387
1318,1318,705898680587526145,627,2556
1319,1319,705786532653883392,586,2097
1320,1320,705591895322394625,1286,3421
1321,1321,705475953783398401,1026,3197
1322,1322,705442520700944385,1831,4802
1323,1323,705428427625635840,1897,4120
1324,1324,705239209544720384,835,3231
1325,1325,705223444686888960,886,2782
1326,1326,705102439679201280,573,2321
1327,1327,705066031337840642,671,2340
1328,1328,704871453724954624,1235,4539
1329,1329,704859558691414016,602,2429
1330,1330,704847917308362754,1702,5518
1331,1331,704819833553219584,1117,2854
1332,1332,704761120771465216,3209,7161
1333,1333,704499785726889984,1107,3170
1334,1334,704491224099647488,95,826
1335,1335,704480331685040129,1176,3665
1336,1336,704364645503647744,3934,8669
1337,1337,704347321748819968,386,1702
1338,1338,704134088924532736,512,1629
1339,1339,704113298707505153,620,2000
1340,1340,704054845121142784,1013,3158
1341,1341,703774238772166656,517,1991
1342,1342,703769065844768768,1254,3560
1343,1343,703631701117943808,761,2803
1344,1344,703611486317502464,1686,4166
1345,1345,703425003149250560,1533,4101
1346,1346,703407252292673536,767,2656
1347,1347,703382836347330562,1267,3779
1348,1348,703356393781329922,426,2054
1349,1349,703268521220972544,612,2119
1350,1350,703079050210877440,3424,7955
1351,1351,703041949650034688,13918,28543
1352,1352,702932127499816960,804,2783
1353,1353,702899151802126337,501,1744
1354,1354,702684942141153280,1197,3471
1355,1355,702671118226825216,621,2364
1356,1356,702598099714314240,3645,11166
1357,1357,702539513671897089,1068,3094
1358,1358,702332542343577600,1718,3454
1359,1359,702321140488925184,1141,3553
1360,1360,702276748847800320,845,2663
1361,1361,702217446468493312,1489,5190
1362,1362,701981390485725185,1093,3707
1363,1363,701952816642965504,1130,4115
1364,1364,701889187134500865,1526,3849
1365,1365,701805642395348998,1871,3700
1366,1366,701601587219795968,514,2252
1367,1367,701570477911896070,1037,3040
1368,1368,701545186879471618,671,2862
1369,1369,701214700881756160,5698,13260
1370,1370,700890391244103680,640,2402
1371,1371,700864154249383937,676,2794
1372,1372,700847567345688576,552,2615
1373,1373,700796979434098688,1065,2632
1374,1374,700747788515020802,10425,24734
1375,1375,700518061187723268,890,2841
1376,1376,700505138482569216,633,2453
1377,1377,700462010979500032,2003,4480
1378,1378,700167517596164096,824,2860
1379,1379,700151421916807169,738,2423
1380,1380,700143752053182464,3070,8153
1381,1381,700062718104104960,768,2842
1382,1382,700029284593901568,647,2231
1383,1383,700002074055016451,1500,3574
1384,1384,699801817392291840,1074,3298
1385,1385,699788877217865730,546,2433
1386,1386,699779630832685056,1375,2994
1387,1387,699775878809702401,673,2110
1388,1388,699691744225525762,5088,11079
1389,1389,699446877801091073,2895,6402
1390,1390,699434518667751424,568,2352
1391,1391,699423671849451520,371,1478
1392,1392,699413908797464576,682,2221
1393,1393,699370870310113280,489,2030
1394,1394,699323444782047232,966,3409
1395,1395,699088579889332224,700,2416
1396,1396,699079609774645248,729,2635
1397,1397,699072405256409088,1307,3234
1398,1398,699060279947165696,2020,4088
1399,1399,699036661657767936,1321,2823
1400,1400,698989035503689728,1090,3660
1401,1401,698953797952008193,1000,2921
1402,1402,698907974262222848,687,2744
1403,1403,698710712454139905,760,2671
1404,1404,698703483621523456,421,1571
1405,1405,698635131305795584,378,1379
1406,1406,698549713696649216,689,2500
1407,1407,698355670425473025,502,2011
1408,1408,698342080612007937,1056,2449
1409,1409,698262614669991936,2241,5122
1410,1410,698195409219559425,6637,18151
1411,1411,698178924120031232,815,3038
1412,1412,697995514407682048,366,1640
1413,1413,697990423684476929,1432,3548
1414,1414,697943111201378304,764,2594
1415,1415,697881462549430272,1318,3259
1416,1416,697630435728322560,601,1883
1417,1417,697616773278015490,1123,3409
1418,1418,697596423848730625,1403,3267
1419,1419,697575480820686848,561,2210
1420,1420,697516214579523584,1258,2242
1421,1421,697482927769255936,754,2616
1422,1422,697463031882764288,1535,3693
1423,1423,697270446429966336,2062,5042
1424,1424,697259378236399616,1113,3552
1425,1425,697255105972801536,1293,3260
1426,1426,697242256848379904,737,2709
1427,1427,696900204696625153,1136,3452
1428,1428,696894894812565505,749,2544
1429,1429,696886256886657024,1985,5228
1430,1430,696877980375769088,791,2644
1431,1431,696754882863349760,392,1586
1432,1432,696744641916489729,1057,2258
1433,1433,696713835009417216,734,2571
1434,1434,696518437233913856,1863,4209
1435,1435,696490539101908992,167,1319
1436,1436,696488710901260288,1146,2750
1437,1437,696405997980676096,1265,3473
1438,1438,696100768806522880,737,2093
1439,1439,695816827381944320,1300,3239
1440,1440,695794761660297217,865,3439
1441,1441,695767669421768709,835,2021
1442,1442,695629776980148225,2340,4944
1443,1443,695446424020918272,2000,4710
1444,1444,695409464418041856,3957,9310
1445,1445,695314793360662529,1644,3942
1446,1446,695095422348574720,676,2839
1447,1447,695074328191332352,1225,3068
1448,1448,695064344191721472,671,1741
1449,1449,695051054296211456,877,2872
1450,1450,694925794720792577,1017,2913
1451,1451,694905863685980160,1042,2999
1452,1452,694669722378485760,15957,37870
1453,1453,694356675654983680,323,1629
1454,1454,694352839993344000,691,2205
1455,1455,694342028726001664,547,1699
1456,1456,694329668942569472,554,2168
1457,1457,694206574471057408,2267,4525
1458,1458,694183373896572928,1031,3183
1459,1459,694001791655137281,1161,3646
1460,1460,693993230313091072,449,2024
1461,1461,693942351086120961,409,1864
1462,1462,693647888581312512,660,2915
1463,1463,693644216740769793,143,1448
1464,1464,693642232151285760,462,2745
1465,1465,693629975228977152,883,2647
1466,1466,693622659251335168,412,1662
1467,1467,693590843962331137,2187,5481
1468,1468,693582294167244802,287,1780
1469,1469,693486665285931008,686,1908
1470,1470,693280720173801472,1384,3621
1471,1471,693267061318012928,909,2570
1472,1472,693262851218264065,561,2411
1473,1473,693231807727280129,821,3079
1474,1474,693155686491000832,3564,8532
1475,1475,693109034023534592,681,1857
1476,1476,693095443459342336,515,2022
1477,1477,692919143163629568,827,2886
1478,1478,692905862751522816,980,2635
1479,1479,692901601640583168,671,1937
1480,1480,692894228850999298,896,2469
1481,1481,692828166163931137,980,3103
1482,1482,692752401762250755,4050,7389
1483,1483,692568918515392513,1710,4670
1484,1484,692535307825213440,1504,3451
1485,1485,692530551048294401,468,1990
1486,1486,692423280028966913,259,1593
1487,1487,692417313023332352,3848,10127
1488,1488,692187005137076224,913,2718
1489,1489,692158366030913536,886,2324
1490,1490,692142790915014657,434,1766
1491,1491,692041934689402880,1411,3668
1492,1492,692017291282812928,1064,3095
1493,1493,691820333922455552,1829,4259
1494,1494,691793053716221953,4660,8798
1495,1495,691756958957883396,1146,3125
1496,1496,691675652215414786,567,2087
1497,1497,691483041324204033,644,2562
1498,1498,691459709405118465,1280,4389
1499,1499,691444869282295808,941,2859
1500,1500,691416866452082688,8509,20930
1501,1501,691321916024623104,736,2789
1502,1502,691096613310316544,1007,3207
1503,1503,691090071332753408,379,1839
1504,1504,690989312272396288,3213,6409
1505,1505,690959652130045952,1400,3860
1506,1506,690938899477221376,2215,4472
1507,1507,690932576555528194,1130,3559
1508,1508,690735892932222976,1427,4071
1509,1509,690728923253055490,581,2339
1510,1510,690690673629138944,882,2504
1511,1511,690649993829576704,316,1412
1512,1512,690607260360429569,19,313
1513,1513,690597161306841088,671,2126
1514,1514,690400367696297985,500,2015
1515,1515,690374419777196032,964,3506
1516,1516,690360449368465409,994,2878
1517,1517,690348396616552449,561,1618
1518,1518,690248561355657216,461,1818
1519,1519,690021994562220032,1156,3015
1520,1520,690015576308211712,820,2701
1521,1521,690005060500217858,1877,3947
1522,1522,689999384604450816,418,1537
1523,1523,689993469801164801,509,1589
1524,1524,689977555533848577,492,1472
1525,1525,689905486972461056,772,2612
1526,1526,689877686181715968,1320,3255
1527,1527,689835978131935233,841,2337
1528,1528,689661964914655233,1029,3451
1529,1529,689659372465688576,4322,11242
1530,1530,689623661272240129,729,2421
1531,1531,689599056876867584,6141,12589
1532,1532,689557536375177216,511,2224
1533,1533,689517482558820352,1587,3671
1534,1534,689283819090870273,1230,3559
1535,1535,689280876073582592,803,2159
1536,1536,689275259254616065,278,1251
1537,1537,689255633275777024,1196,2777
1538,1538,689154315265683456,1114,3309
1539,1539,689143371370250240,576,2195
1540,1540,688916208532455424,967,2949
1541,1541,688908934925697024,859,2280
1542,1542,688898160958271489,878,2271
1543,1543,688894073864884227,781,2417
1544,1544,688828561667567616,414,1481
1545,1545,688804835492233216,222,1030
1546,1546,688789766343622656,736,2388
1547,1547,688547210804498433,777,2820
1548,1548,688519176466644993,810,2483
1549,1549,688385280030670848,4950,10057
1550,1550,688211956440801280,932,2398
1551,1551,688179443353796608,658,2284
1552,1552,688116655151435777,874,3050
1553,1553,688064179421470721,401,1853
1554,1554,687841446767013888,2823,5917
1555,1555,687826841265172480,1263,2947
1556,1556,687818504314159109,1066,2712
1557,1557,687807801670897665,781,2588
1558,1558,687732144991551489,734,1905
1559,1559,687704180304273409,938,2630
1560,1560,687664829264453632,570,2095
1561,1561,687494652870668288,642,2071
1562,1562,687480748861947905,279,1727
1563,1563,687476254459715584,605,2145
1564,1564,687460506001633280,604,2203
1565,1565,687399393394311168,695,2045
1566,1566,687317306314240000,10211,21759
1567,1567,687312378585812992,2117,4703
1568,1568,687127927494963200,2546,5915
1569,1569,687124485711986689,564,2337
1570,1570,687109925361856513,2757,6276
1571,1571,687102708889812993,1102,2525
1572,1572,687096057537363968,682,2419
1573,1573,686947101016735744,3528,9294
1574,1574,686760001961103360,1530,3799
1575,1575,686749460672679938,1639,3762
1576,1576,686730991906516992,1330,4492
1577,1577,686683045143953408,894,3024
1578,1578,686618349602762752,1520,3984
1579,1579,686606069955735556,601,2034
1580,1580,686394059078897668,759,1898
1581,1581,686386521809772549,987,3505
1582,1582,686377065986265092,630,2393
1583,1583,686358356425093120,759,2371
1584,1584,686286779679375361,1858,4329
1585,1585,686050296934563840,828,2382
1586,1586,686035780142297088,135,1255
1587,1587,686034024800862208,1309,3367
1588,1588,686007916130873345,467,2671
1589,1589,686003207160610816,718,1971
1590,1590,685973236358713344,601,2285
1591,1591,685943807276412928,684,1773
1592,1592,685906723014619143,3248,8143
1593,1593,685681090388975616,140,2193
1594,1594,685667379192414208,648,2527
1595,1595,685663452032069632,1627,3508
1596,1596,685641971164143616,867,3162
1597,1597,685547936038666240,17458,35660
1598,1598,685532292383666176,1283,3285
1599,1599,685325112850124800,4447,10290
